Year,LEA Name,INDIAN Male,INDIAN Female,ASIAN Male,ASIAN Female,HISPANIC Male,HISPANIC Female,BLACK Male,BLACK Female,WHITE Male,WHITE Female,PACIFIC ISLAND  Male,PACIFIC ISLAND  Female,TWO OR MORE Male,TWO OR MOREFemale,Total
2016,Moore County Schools,085,073,069,076,818,780,1122,1047,4320,4003,005,007,228,197,12830
2016,Mooresville City Schools,004,006,056,060,352,285,480,448,2096,1959,005,005,144,140,6040
2016,Mount Airy City Schools,000,001,009,010,153,138,070,070,555,536,000,000,030,033,1605
2016,Nash-Rocky Mount Schools,038,046,062,048,979,881,4163,3942,2660,2342,008,006,223,259,15657
2016,New Hanover County Schools,047,038,215,184,1575,1578,2724,2637,8297,7780,024,009,486,493,26087
2016,Newton-Conover City Schools,003,001,095,088,406,365,214,168,828,736,001,000,084,114,3103
2016,Northampton County Schools,002,005,004,002,044,033,758,661,155,134,001,000,026,032,1857
2016,Onslow County Schools,077,063,179,160,1779,1694,2601,2381,7635,7302,052,043,1016,998,25980
2016,Orange County Schools,011,012,033,054,752,738,610,546,2395,2089,002,004,138,150,7534
2016,Pamlico County Schools,003,002,004,005,045,054,156,137,407,414,000,000,037,031,1295
2016,Pasquotank County Schools,006,011,034,016,196,204,1317,1222,1289,1221,004,003,132,131,5786
2016,Pender County Schools,031,015,020,028,589,566,668,679,3136,2953,003,003,130,164,8985
2016,Perquimans County Schools,003,001,002,004,027,027,227,237,578,544,000,000,030,028,1708
2016,Person County Schools,014,011,009,004,203,195,838,759,1274,1082,000,002,103,110,4604
2016,Pitt County Schools,023,026,168,180,1337,1272,5744,5571,4402,3924,005,006,428,388,23474
2016,Polk County Schools,004,001,004,001,137,123,071,051,861,835,000,000,042,046,2176
2016,Randolph County Schools,044,043,124,114,1512,1421,361,300,6858,6244,003,006,315,286,17631
2016,Richmond County Schools,158,114,021,028,395,405,1352,1330,1704,1617,004,004,150,149,7431
2016,Roanoke Rapids City Schools,006,004,037,025,079,080,379,378,948,846,001,001,033,046,2863
2016,Robeson County Schools,5033,4869,076,058,1794,1682,2989,2786,1660,1563,007,020,458,450,23445
2016,Rockingham County Schools,020,019,040,040,874,768,1256,1171,4045,3844,003,006,316,331,12733
2016,Rowan-Salisbury County Schools,029,031,118,107,1552,1516,1966,1701,6248,5765,009,011,338,336,19727
2016,Rutherford County Schools,013,013,019,018,298,270,524,474,3186,2924,000,002,263,281,8285
2016,Sampson County Schools,030,038,008,010,1582,1453,866,772,1725,1678,002,006,135,147,8452
2016,Scotland County Schools,460,476,030,025,086,082,1403,1285,953,817,003,003,129,119,5871
2016,Stanly County Schools,014,010,134,155,342,374,555,545,3172,2902,004,003,194,178,8582
2016,Stokes County Schools,007,010,009,010,134,152,103,082,2843,2645,003,002,096,088,6184
2016,Surry County Schools,007,002,016,015,934,910,107,088,3006,2953,001,000,100,076,8215
2016,Swain County Schools,235,222,005,005,048,047,009,006,676,601,000,001,041,041,1937
2016,Thomasville City Schools,007,002,007,009,384,351,441,462,298,266,001,001,084,077,2390
2016,Transylvania County Schools,006,005,007,013,126,107,083,090,1463,1375,004,005,082,101,3467
2016,Tyrrell County Schools,001,000,010,009,043,058,097,101,131,083,000,001,018,025,577
2016,Union County Schools,062,040,619,628,3610,3314,2757,2620,14017,13067,009,005,637,569,41954
2016,Vance County Schools,006,004,030,026,450,430,1996,1988,697,606,003,003,098,084,6421
2016,Wake County Schools,242,204,6049,5861,13490,12924,18812,18394,38435,36216,092,096,2899,2930,156644
2016,Warren County Schools,063,082,001,005,090,076,736,741,210,187,002,000,023,023,2239
2016,Washington County Schools,001,001,002,005,068,053,586,524,142,141,000,000,013,015,1551
2016,Watauga County Schools,004,004,023,031,189,163,030,018,1913,1814,003,001,057,062,4312
2016,Wayne County Schools,019,017,121,118,2028,1884,3344,3183,3857,3381,012,015,368,366,18713
2016,Weldon City Schools,000,003,000,001,005,003,423,412,007,024,000,000,006,007,891
2016,Whiteville City Schools,012,011,008,004,110,123,466,485,473,443,000,000,065,048,2248
2016,Wilkes County Schools,013,012,021,025,662,659,202,174,3923,3617,001,001,185,161,9656
2016,Wilson County Schools,015,013,083,065,1145,1110,2786,2750,2017,1864,005,001,171,175,12200
2016,Yadkin County Schools,011,005,011,012,646,606,088,070,2006,1801,002,008,059,059,5384
2016,Yancey County Schools,002,005,000,002,154,127,009,006,998,877,000,000,017,009,2206
2017,Alamance-Burlington Schools,045,045,174,156,2968,2848,2628,2415,5435,4929,014,011,510,492,22670
2017,Alexander County Schools,001,003,039,042,249,219,108,090,2015,1945,000,004,111,095,4921
2017,Alleghany County Schools,002,004,001,003,140,156,007,002,518,487,000,000,013,016,1349
2017,Anson County Schools,007,004,031,021,072,071,970,935,587,549,000,000,058,041,3346
2017,Ashe County Schools,000,001,011,005,171,142,008,008,1343,1290,000,000,018,017,3014
2017,Asheboro City Schools,001,003,034,047,1118,1025,351,322,782,758,000,001,104,106,4652
2017,Asheville City Schools,005,002,022,027,184,196,517,493,1360,1370,011,007,158,152,4504
2017,Avery County Schools,002,004,003,010,109,118,003,005,887,853,001,001,022,015,2033
2017,Beaufort County Schools,007,003,013,007,540,534,1140,1100,1617,1537,001,001,143,127,6770
2017,Bertie County Schools,006,005,005,004,024,021,905,879,171,141,000,000,017,017,2195
2017,Bladen County Schools,039,046,004,008,409,419,872,821,881,837,000,000,101,101,4538
2017,Brunswick County Schools,050,048,049,036,846,760,964,928,4283,3982,009,009,275,271,12510
2017,Buncombe County Schools,048,033,150,166,1998,1927,842,823,8921,8323,049,040,535,514,24369
2017,Burke County Schools,011,015,441,329,926,845,331,258,4347,4081,009,011,314,307,12225
2017,Cabarrus County Schools,062,094,676,659,2594,2575,3213,3121,9131,8408,025,039,675,637,31909
2017,Caldwell County Schools,006,004,032,046,629,598,308,310,4770,4580,002,000,282,245,11812
2017,Camden County Schools,001,001,009,009,033,028,103,085,750,714,002,004,058,046,1843
2017,Carteret County Schools,016,021,042,045,393,326,274,253,3342,3060,013,011,259,257,8312
2017,Caswell County Schools,004,005,005,003,109,098,504,467,734,619,000,000,045,057,2650
2017,Catawba County Schools,002,013,551,533,1336,1209,454,427,5663,5392,004,004,360,405,16353
2017,Chapel-Hill/Carrboro City Schools,014,017,948,871,980,927,686,672,3253,2989,001,000,404,353,12115
2017,Charlotte-Mecklenburg County Schools,309,318,4759,4536,17280,16598,29076,28331,21325,20771,089,107,1856,1802,147157
2017,Chatham County Schools,013,005,052,043,1349,1344,512,520,2208,2233,002,000,180,196,8657
2017,Cherokee County Schools,023,024,013,008,079,108,025,027,1523,1367,000,000,049,059,3305
2017,Clay County Schools,005,003,000,005,056,044,008,004,606,559,000,000,017,009,1316
2017,Cleveland County Schools,002,010,051,059,439,424,2031,1910,4769,4317,003,000,369,395,14779
2017,Clinton City Schools,042,040,008,017,420,429,598,545,417,396,001,000,049,055,3017
2017,Columbus County Schools,147,159,004,002,305,291,894,919,1510,1442,001,002,055,069,5800
2017,Craven County Schools,015,016,335,309,692,724,2043,1935,3714,3448,024,014,372,392,14033
2017,Cumberland County Schools,464,398,460,450,3326,3192,11724,11156,7801,7288,114,122,1969,2032,50496
2017,Currituck County Schools,003,002,008,012,103,110,108,099,1629,1617,001,003,154,166,4015
2017,Dare County Schools,005,004,022,023,385,377,055,059,1971,1888,002,003,096,099,4989
2017,Davidson County Schools,026,031,100,134,900,823,364,318,8306,7631,005,002,255,216,19111
2017,Davie County Schools,004,007,014,040,442,394,217,191,2435,2185,000,004,158,151,6242
2017,Duplin County Schools,044,032,016,015,2066,1861,1126,1059,1655,1551,004,005,091,104,9629
2017,Durham County Schools,054,049,420,362,4970,4886,7599,7666,3231,2914,011,014,488,487,33151
2017,Edenton-Chowan County Schools,001,001,004,007,054,075,474,459,461,437,000,000,030,041,2044
2017,Edgecombe County Schools,001,006,002,004,329,294,1761,1652,908,895,000,002,078,067,5999
2017,Elkin City Schools,000,000,002,004,117,117,020,024,432,407,000,000,027,023,1173
2017,Forsyth County Schools,050,061,697,706,7062,6810,8053,7445,10936,10405,035,031,1140,1076,54507
