Year,LEA Name,INDIAN Male,INDIAN Female,ASIAN Male,ASIAN Female,HISPANIC Male,HISPANIC Female,BLACK Male,BLACK Female,WHITE Male,WHITE Female,PACIFIC ISLAND  Male,PACIFIC ISLAND  Female,TWO OR MORE Male,TWO OR MOREFemale,Total
2022,Watauga County Schools,009,008,039,045,230,211,036,022,1884,1861,002,002,103,110,4562
2022,Wayne County Schools,017,011,109,084,2382,2268,3134,2874,2999,2792,012,014,331,375,17402
2022,Weldon City Schools,001,000,000,001,003,006,327,307,008,010,001,001,003,011,679
2022,Whiteville City Schools,012,011,003,005,127,123,405,411,418,380,000,000,078,073,2046
2022,Wilkes County Schools,004,007,019,016,708,676,148,142,3046,3041,000,000,242,256,8305
2022,Wilson County Schools,012,008,060,065,1158,1168,2323,2188,1512,1397,008,005,197,188,10289
2022,Yadkin County Schools,004,004,009,005,676,633,080,067,1779,1580,001,001,086,088,5013
2022,Yancey County Schools,004,002,001,000,159,138,002,003,861,736,000,001,017,010,1934
2023,Alamance-Burlington Schools,024,030,182,175,3372,3180,2809,2625,4307,3942,009,013,787,743,22198
2023,Alexander County Schools,002,001,040,031,250,269,110,085,1790,1627,000,004,100,106,4415
2023,Alleghany County Schools,001,000,000,001,173,175,003,004,489,460,000,003,015,016,1340
2023,Anson County Schools,006,002,022,023,115,120,818,807,469,438,001,000,071,072,2964
2023,Ashe County Schools,001,002,006,006,180,179,007,007,1160,1091,000,000,030,028,2697
2023,Asheboro City Schools,004,003,027,031,1138,1103,315,330,604,573,001,001,121,132,4383
2023,Asheville City Schools,004,002,016,021,157,204,410,347,1260,1258,024,024,158,151,4036
2023,Avery County Schools,002,003,004,007,132,120,004,005,803,689,002,000,022,022,1815
2023,Beaufort County Schools,004,004,014,011,491,535,950,906,1298,1218,003,000,210,177,5821
2023,Bertie County Schools,000,003,002,003,021,028,727,723,094,073,000,000,035,041,1750
2023,Bladen County Schools,049,038,004,002,413,393,702,635,687,661,001,002,099,136,3822
2023,Brunswick County Schools,024,037,050,039,1116,1055,916,892,4102,3766,011,009,434,460,12911
2023,Buncombe County Schools,034,035,131,142,2265,2235,770,722,7391,7124,053,046,534,559,22041
2023,Burke County Schools,007,008,375,292,1235,1062,262,222,3645,3500,020,014,398,366,11406
2023,Cabarrus County Schools,061,053,1865,1784,3331,3247,4060,3916,7478,6995,014,029,924,917,34674
2023,Caldwell County Schools,005,006,047,048,721,701,292,272,4050,3766,004,002,338,276,10528
2023,Camden County Schools,001,001,005,007,052,056,063,065,779,743,000,001,077,052,1902
2023,Carteret County Schools,010,008,043,038,424,420,187,179,3197,2978,014,009,239,230,7976
2023,Caswell County Schools,003,002,004,002,089,117,399,387,562,488,000,000,075,061,2189
2023,Catawba County Schools,006,004,561,570,1433,1378,431,414,4954,4596,006,003,539,553,15448
2023,Chapel-Hill/Carrboro City Schools,003,009,779,723,1015,1043,661,664,2921,2702,002,000,445,436,11403
2023,Charlotte-Mecklenburg County Schools,139,139,5109,4749,21336,20304,25584,24837,17386,16805,096,095,2332,2306,141217
2023,Chatham County Schools,011,005,073,064,1452,1421,471,513,2369,2114,009,005,225,222,8954
2023,Cherokee County Schools,009,015,011,009,122,107,026,035,1318,1253,002,000,079,070,3056
2023,Clay County Schools,006,003,000,003,053,055,005,001,581,503,000,000,010,022,1242
2023,Cleveland County Schools,009,007,042,051,570,548,1922,1768,4176,3935,004,005,494,480,14011
2023,Clinton City Schools,028,034,006,008,577,553,492,499,289,276,000,001,067,074,2904
2023,Columbus County Schools,097,099,004,004,333,302,740,723,1365,1223,005,003,135,120,5153
2023,Craven County Schools,012,011,295,272,878,829,1667,1547,3014,2898,025,020,543,578,12589
2023,Cumberland County Schools,345,312,476,505,3919,3783,11360,10853,6512,6056,122,121,2276,2194,48834
2023,Currituck County Schools,003,001,010,016,230,202,083,093,1740,1631,003,003,214,227,4456
2023,Dare County Schools,001,001,018,011,471,474,036,045,1921,1774,001,000,153,134,5040
2023,Davidson County Schools,021,020,132,140,1160,1078,443,345,7149,6563,002,003,407,342,17805
2023,Davie County Schools,004,005,023,029,514,475,215,192,2241,2009,001,000,132,146,5986
2023,Duplin County Schools,043,032,016,014,2283,2139,1001,980,1477,1319,005,003,138,142,9592
2023,Durham County Schools,027,015,330,319,5467,5220,6005,5985,3133,2901,012,010,840,860,31124
2023,Edenton-Chowan County Schools,000,001,002,003,099,086,413,352,392,374,001,000,038,059,1820
2023,Edgecombe County Schools,001,006,004,002,349,314,1598,1528,645,607,001,001,104,119,5279
2023,Elkin City Schools,000,001,007,009,126,122,017,020,419,430,000,000,029,027,1207
2023,Forsyth County Schools,045,029,680,674,7793,7345,7625,7553,8995,8393,038,030,1384,1351,51935
2023,Franklin County Schools,012,015,015,032,954,949,1213,1222,1501,1352,000,002,267,235,7769
2023,Gaston County Schools,034,031,269,218,2874,2850,3749,3582,7461,7093,019,014,896,846,29936
2023,Gates County Schools,000,002,001,000,028,032,214,195,449,442,001,000,061,040,1465
2023,Graham County Schools,105,083,004,002,015,029,002,003,465,373,000,000,004,006,1091
2023,Granville County Schools,008,007,022,019,812,809,1204,1115,1217,1043,001,001,192,177,6627
2023,Greene County Schools,002,003,005,002,476,455,473,459,378,340,000,001,044,030,2668
2023,Guilford County Schools,109,102,2413,2155,6222,6044,14430,13915,9573,9020,049,047,1745,1720,67544
2023,Halifax County Schools,077,069,002,003,048,046,852,833,034,032,006,002,033,031,2068
2023,Harnett County Schools,066,045,071,076,2657,2477,2529,2369,4097,3891,032,022,784,682,19798
2023,Haywood County Schools,013,022,019,020,310,299,023,031,2926,2612,000,005,119,100,6499
2023,Henderson County Schools,010,007,076,082,1899,1696,249,226,3981,3898,057,051,297,310,12839
2023,Hertford County Schools,008,011,011,006,065,064,950,903,135,130,009,008,029,038,2367
2023,Hickory City Schools,001,001,098,092,529,497,388,384,686,667,004,009,220,204,3780
2023,Hoke County Schools,337,322,038,028,1148,1063,1505,1473,995,908,014,025,443,375,8674
2023,Hyde County Schools,000,000,000,000,058,068,051,038,128,095,000,000,009,005,452
2023,Iredell-Statesville Schools,007,009,318,327,1758,1711,1477,1362,6366,5889,008,012,669,603,20516
2023,Jackson County Schools,126,098,019,021,339,320,021,021,1159,1127,001,000,101,101,3454
2023,Johnston County Schools,051,045,152,152,5459,5281,3256,3131,8965,8332,008,007,1025,974,36838
2023,Jones County Schools,000,001,000,000,065,070,159,146,240,228,000,000,050,045,1004
2023,Kannapolis City Schools,005,006,022,026,1042,1008,730,698,720,707,001,001,223,201,5390
2023,Lee County Schools,015,013,028,026,1898,1838,905,869,1582,1453,002,006,218,213,9066
2023,Lenoir County Schools,004,010,035,032,676,651,1910,1893,1361,1332,002,003,177,158,8244
2023,Lexington City Schools,004,002,048,050,523,533,442,453,275,264,001,006,154,151,2906
2023,Lincoln County Schools,009,014,057,061,749,714,405,330,4374,4031,001,003,349,309,11406
2023,Macon County Schools,008,011,012,014,509,473,018,013,1699,1526,001,000,054,055,4393
2023,Madison County Schools,003,002,002,003,058,051,001,002,988,911,000,000,048,039,2108
2023,Martin County Schools,001,000,016,004,137,109,668,663,416,393,003,002,062,058,2532
2023,McDowell County Schools,005,006,027,023,473,365,092,090,2240,1981,003,001,137,126,5569
2023,Mitchell County Schools,000,003,003,006,115,100,004,002,743,708,000,000,017,021,1722
2023,Montgomery County Schools,004,001,039,025,653,631,356,310,663,615,004,001,113,088,3503
2023,Moore County Schools,046,038,083,059,1049,976,870,844,4239,3826,007,005,457,421,12920
2023,Mooresville City Schools,009,008,054,060,396,392,557,533,1737,1675,001,000,229,220,5871
2023,Mount Airy City Schools,000,001,011,009,229,201,076,048,526,496,001,000,055,038,1691
2023,Nash-Rocky Mount Schools,037,027,062,047,1082,1042,3831,3639,1999,1834,001,006,337,328,14272
2023,New Hanover County Schools,038,033,206,187,2343,2139,2191,2004,7639,7012,023,010,656,601,25082
2023,Newton-Conover City Schools,000,000,119,123,421,399,147,149,600,552,000,000,146,126,2782
2023,Northampton County Schools,002,003,002,002,027,040,506,467,066,053,001,000,027,023,1219
2023,Onslow County Schools,052,044,147,152,2383,2364,2328,2183,7781,7510,056,043,1368,1357,27768
2023,Orange County Schools,003,007,062,067,1024,908,467,492,1847,1686,001,000,269,283,7116
2023,Pamlico County Schools,006,001,004,002,060,060,108,106,371,363,001,001,052,066,1201
2023,Pasquotank County Schools,005,005,031,021,268,287,1098,1106,793,779,001,006,166,134,4700
2023,Pender County Schools,015,009,024,038,921,887,607,530,3703,3409,003,003,281,294,10724
2023,Perquimans County Schools,000,000,000,002,032,035,185,194,533,564,000,000,039,045,1629
2023,Person County Schools,007,007,008,006,251,302,667,649,1116,1022,001,001,133,152,4322
2023,Pitt County Schools,021,024,215,170,1565,1479,5470,5403,4110,3766,015,012,692,646,23588
2023,Polk County Schools,000,000,006,004,123,147,060,049,787,779,001,001,049,060,2066
2023,Randolph County Schools,021,026,199,179,1599,1583,338,294,5246,4972,003,004,375,337,15176
2023,Richmond County Schools,088,095,036,027,472,453,1190,1109,1318,1241,009,006,232,234,6510
2023,Roanoke Rapids City Schools,005,001,032,022,130,117,423,320,758,699,001,000,049,082,2639
2023,Robeson County Schools,4045,3933,071,052,2160,2138,2532,2401,1111,1047,024,010,659,601,20784
2023,Rockingham County Schools,010,004,023,029,914,840,1133,1062,3202,3004,003,003,373,382,10982
2023,Rowan-Salisbury County Schools,023,022,086,070,2044,1947,1729,1697,4762,4345,003,003,648,621,18000
2023,Rutherford County Schools,006,004,012,010,405,392,448,372,2695,2395,001,003,259,291,7293
2023,Sampson County Schools,038,036,012,011,1731,1630,692,619,1392,1276,004,004,154,160,7759
2023,Scotland County Schools,445,425,033,019,123,093,1313,1324,706,611,002,004,184,179,5461
2023,Stanly County Schools,014,007,115,141,444,475,677,603,2882,2674,004,002,282,287,8607
2023,Stokes County Schools,002,006,014,004,181,163,077,080,2489,2250,001,000,127,119,5513
2023,Surry County Schools,000,004,017,012,942,906,064,069,2469,2452,000,000,113,105,7153
2023,Swain County Schools,151,200,006,007,065,044,008,004,601,568,000,001,081,076,1812
2023,Thomasville City Schools,003,002,009,017,416,386,378,438,157,176,001,001,083,098,2165
2023,Transylvania County Schools,004,004,006,010,195,193,065,059,1275,1189,004,007,092,115,3218
2023,Tyrrell County Schools,000,000,002,003,068,068,070,076,101,057,000,001,017,019,482
2023,Union County Schools,045,036,1573,1585,4271,4088,2570,2428,11740,10935,009,017,949,950,41196
2023,Vance County Schools,002,001,019,031,460,426,1679,1604,286,258,005,001,107,097,4976
2023,Wake County Schools,190,153,9324,8987,15561,14887,17715,16940,35096,32994,091,088,3162,3169,158357
2023,Warren County Schools,043,061,003,004,084,087,571,603,109,094,001,000,040,036,1736
2023,Washington County Schools,001,000,001,006,035,044,423,426,031,040,000,000,023,021,1051
2023,Watauga County Schools,009,007,038,043,249,203,033,025,1851,1829,002,002,165,172,4628
2023,Wayne County Schools,010,009,104,086,2481,2323,3111,2863,2886,2692,012,012,375,387,17351
2023,Weldon City Schools,000,001,000,000,004,005,302,300,002,004,000,000,005,005,628
2023,Whiteville City Schools,010,010,004,005,120,127,409,422,405,370,000,000,083,086,2051
2023,Wilkes County Schools,004,007,018,017,727,660,150,137,3065,3023,000,000,258,268,8334
2023,Wilson County Schools,013,009,076,060,1189,1177,2221,2114,1472,1368,005,006,226,230,10166
2023,Yadkin County Schools,005,003,006,007,699,645,069,068,1738,1589,002,001,094,081,5007
2023,Yancey County Schools,004,003,001,000,165,146,002,002,863,776,000,000,017,017,1996
2024,Alamance-Burlington Schools,025,031,203,185,3556,3281,2787,2652,4070,3721,014,011,878,757,22171
2024,Alexander County Schools,001,001,041,034,258,261,107,084,1712,1556,000,003,097,119,4274
2024,Alleghany County Schools,001,000,000,001,173,180,003,003,477,451,000,003,016,016,1324
2024,Anson County Schools,005,002,019,022,129,120,818,801,415,426,001,000,074,080,2912
2024,Ashe County Schools,001,002,006,006,194,176,006,008,1113,1061,000,000,027,035,2635
2024,Asheboro City Schools,003,004,027,038,1156,1154,296,317,580,542,001,001,113,131,4363
2024,Asheville City Schools,004,000,014,019,154,192,371,326,1235,1215,028,022,159,151,3890
2024,Avery County Schools,002,002,003,007,132,125,002,004,763,681,001,000,024,023,1769
2024,Beaufort County Schools,004,002,015,012,499,542,897,847,1252,1184,003,001,207,184,5649
2024,Bertie County Schools,000,003,005,004,024,027,718,678,090,064,000,000,035,040,1688
2024,Bladen County Schools,042,029,004,002,432,410,708,649,682,637,001,003,123,139,3861
2024,Brunswick County Schools,023,039,050,037,1188,1123,934,924,4145,3811,011,007,460,486,13238
2024,Buncombe County Schools,029,029,125,144,2399,2286,838,704,7324,6949,052,045,545,576,22045
2024,Burke County Schools,005,007,362,282,1264,1078,226,221,3608,3351,023,015,416,416,11274
2024,Cabarrus County Schools,059,051,2132,2129,3437,3336,4002,3971,7079,6682,020,028,966,985,34877
2024,Caldwell County Schools,006,006,051,042,747,732,270,271,3933,3648,004,002,361,311,10384
2024,Camden County Schools,001,000,006,008,054,066,051,070,765,777,000,001,072,055,1926
2024,Carteret County Schools,011,010,036,041,445,398,180,179,3162,2943,012,011,256,242,7926
2024,Caswell County Schools,004,003,007,003,093,108,412,371,514,449,000,000,067,061,2092
2024,Catawba County Schools,005,001,575,606,1463,1465,465,440,4840,4558,007,002,618,584,15629
2024,Chapel-Hill/Carrboro City Schools,002,010,763,700,1027,1057,632,676,2830,2675,002,001,429,415,11219
2024,Charlotte-Mecklenburg County Schools,116,111,5156,4823,22131,20901,24598,24104,17113,16349,082,092,2656,2604,140836
2024,Chatham County Schools,009,004,067,072,1450,1372,475,474,2342,2076,005,006,242,236,8830
2024,Cherokee County Schools,007,015,010,011,133,101,028,031,1299,1195,000,000,087,083,3000
2024,Clay County Schools,006,001,000,003,059,052,006,001,569,483,001,000,020,028,1229
2024,Cleveland County Schools,008,007,041,044,654,608,1927,1766,4102,3876,004,005,490,485,14017
2024,Clinton City Schools,027,030,007,009,618,559,493,456,276,255,000,001,075,069,2875
2024,Columbus County Schools,088,085,003,003,339,308,728,747,1302,1254,008,005,168,137,5175
2024,Craven County Schools,013,015,292,266,923,844,1590,1494,2956,2773,022,020,590,612,12410
2024,Cumberland County Schools,312,317,475,473,4023,3930,11441,10807,6094,5676,122,116,2361,2321,48468
2024,Currituck County Schools,003,002,011,017,243,223,089,103,1743,1619,003,002,225,223,4506
2024,Dare County Schools,002,003,016,017,485,490,032,038,1845,1724,000,000,169,144,4965
2024,Davidson County Schools,022,017,138,157,1224,1132,463,379,6947,6425,002,004,426,373,17709
2024,Davie County Schools,003,004,027,027,532,517,225,200,2199,2005,001,000,130,140,6010
2024,Duplin County Schools,040,028,014,011,2310,2169,958,995,1435,1296,003,003,134,143,9539
2024,Durham County Schools,024,017,315,337,5541,5317,5775,5708,3094,2930,010,010,895,928,30901
2024,Edenton-Chowan County Schools,001,001,002,002,095,084,401,354,364,339,001,000,041,058,1743
2024,Edgecombe County Schools,003,006,003,000,371,336,1580,1482,608,514,001,002,121,129,5156
2024,Elkin City Schools,000,001,005,005,143,137,021,020,407,416,000,000,033,030,1218
2024,Forsyth County Schools,042,031,665,656,8007,7455,7489,7379,8585,8065,038,025,1457,1410,51304
2024,Franklin County Schools,009,008,021,028,1051,992,1211,1210,1502,1323,001,002,266,246,7870
2024,Gaston County Schools,033,033,282,232,3075,3051,3716,3597,7217,6839,015,015,934,898,29937
2024,Gates County Schools,000,001,001,000,027,026,201,184,423,433,001,000,061,047,1405
2024,Graham County Schools,103,088,003,001,016,031,002,001,441,374,000,000,006,007,1073
2024,Granville County Schools,005,006,020,016,838,815,1155,1087,1127,997,000,001,191,200,6458
2024,Greene County Schools,002,004,006,002,496,457,480,449,367,337,000,001,057,036,2694
2024,Guilford County Schools,118,097,2391,2174,6239,6084,14296,13739,9224,8666,048,043,1717,1650,66486
2024,Halifax County Schools,070,069,004,003,044,055,833,806,036,044,007,001,045,048,2065
2024,Harnett County Schools,069,043,071,083,2783,2611,2494,2291,3999,3779,036,027,796,681,19763
2024,Haywood County Schools,010,023,020,017,312,317,026,030,2882,2602,000,004,133,105,6481
2024,Henderson County Schools,013,010,077,081,1949,1733,226,209,3836,3756,069,051,313,300,12623
2024,Hertford County Schools,004,009,012,008,073,069,919,887,131,132,007,008,037,040,2336
2024,Hickory City Schools,000,002,097,087,513,501,355,374,669,662,003,007,215,219,3704
2024,Hoke County Schools,313,291,037,038,1168,1079,1490,1444,912,841,019,024,455,410,8521
2024,Hyde County Schools,000,000,000,000,056,064,054,042,122,101,000,000,008,006,453
2024,Iredell-Statesville Schools,005,010,319,335,1871,1845,1471,1392,6148,5751,009,008,679,656,20499
2024,Jackson County Schools,117,087,017,020,369,340,024,019,1166,1052,001,001,108,107,3428
2024,Johnston County Schools,047,039,169,160,5544,5489,3430,3330,8589,8031,006,006,1056,983,36879
2024,Jones County Schools,000,001,000,000,065,062,145,148,236,228,000,000,059,042,986
2024,Kannapolis City Schools,004,006,022,025,1088,1042,733,696,687,626,000,001,220,208,5358
2024,Lee County Schools,011,008,028,023,1957,1890,910,853,1468,1356,001,008,234,218,8965
2024,Lenoir County Schools,003,007,035,027,713,696,1881,1889,1346,1261,001,003,182,173,8217
2024,Lexington City Schools,005,002,044,044,534,528,460,439,271,222,002,004,144,143,2842
2024,Lincoln County Schools,010,012,065,069,764,735,404,354,4247,4017,003,003,367,352,11402
2024,Macon County Schools,006,011,010,014,504,492,014,010,1689,1527,001,000,057,058,4393
2024,Madison County Schools,003,003,003,003,053,059,001,002,967,904,001,000,071,060,2130
2024,Martin County Schools,001,000,015,003,145,113,650,664,404,372,003,002,066,072,2510
2024,McDowell County Schools,004,006,028,020,457,379,088,085,2147,1946,001,001,157,133,5452
2024,Mitchell County Schools,000,003,003,007,114,097,005,005,729,694,000,000,020,028,1705
2024,Montgomery County Schools,004,002,033,024,660,620,349,301,670,607,004,001,114,101,3490
2024,Moore County Schools,039,031,075,059,1084,987,848,817,4177,3787,008,010,493,474,12889
2024,Mooresville City Schools,007,006,057,048,404,405,550,537,1715,1562,001,001,219,226,5738
2024,Mount Airy City Schools,000,001,011,008,242,224,078,052,515,497,000,000,052,033,1713
2024,Nash-Rocky Mount Schools,044,029,075,049,1151,1134,3766,3654,1904,1752,001,004,390,365,14318
2024,New Hanover County Schools,035,032,230,205,2469,2291,2088,1898,7449,6825,027,010,695,627,24881
2024,Newton-Conover City Schools,000,000,103,105,405,395,142,138,570,501,000,000,134,111,2604
2024,Northampton County Schools,000,003,003,003,032,045,516,473,054,040,002,000,031,020,1222
2024,Onslow County Schools,045,029,137,151,2408,2359,2239,2114,7669,7343,062,041,1412,1369,27378
2024,Orange County Schools,010,007,063,069,995,943,495,491,1763,1625,000,000,257,263,6981
2024,Pamlico County Schools,006,002,003,001,067,061,108,103,356,335,001,002,061,072,1178
2024,Pasquotank County Schools,004,004,025,023,288,303,1057,1074,761,725,002,006,165,150,4587
2024,Pender County Schools,022,015,026,030,922,901,603,535,3708,3451,005,004,293,317,10832
2024,Perquimans County Schools,000,000,001,002,039,033,165,176,563,573,000,000,051,050,1653
2024,Person County Schools,005,005,009,004,288,314,660,617,1099,993,001,001,140,158,4294
2024,Pitt County Schools,020,023,211,183,1599,1551,5628,5500,3985,3679,015,012,719,712,23837
2024,Polk County Schools,001,000,005,006,120,139,057,059,781,760,001,001,045,062,2037
2024,Randolph County Schools,024,021,199,194,1618,1613,353,310,5124,4826,004,003,387,383,15059
2024,Richmond County Schools,094,103,035,030,489,480,1185,1118,1278,1180,009,004,238,234,6477
2024,Roanoke Rapids City Schools,004,001,038,022,136,129,442,331,701,694,001,000,054,079,2632
2024,Robeson County Schools,3912,3759,069,055,2306,2249,2412,2315,1077,980,019,008,710,678,20549
2024,Rockingham County Schools,011,008,028,036,925,876,1241,1142,3121,2954,004,005,420,413,11184
2024,Rowan-Salisbury County Schools,023,022,082,060,2146,2037,1749,1759,4540,4136,001,003,681,658,17897
2024,Rutherford County Schools,003,004,013,013,413,403,444,355,2642,2294,001,002,275,302,7164
2024,Sampson County Schools,036,032,009,015,1807,1677,680,616,1383,1274,004,004,166,177,7880
2024,Scotland County Schools,413,413,031,020,138,095,1308,1309,673,576,002,005,195,190,5368
2024,Stanly County Schools,014,007,117,136,457,517,688,620,2896,2649,005,002,304,306,8718
2024,Stokes County Schools,003,004,012,004,177,173,092,090,2484,2180,001,000,138,137,5495
2024,Surry County Schools,000,003,015,009,937,950,070,062,2441,2421,000,000,115,133,7156
2024,Swain County Schools,137,182,006,006,075,055,006,002,590,558,000,001,102,087,1807
2024,Thomasville City Schools,004,002,008,014,420,391,391,396,150,150,001,001,082,094,2104
2024,Transylvania County Schools,005,005,007,009,216,203,061,062,1248,1181,005,001,103,118,3224
2024,Tyrrell County Schools,000,000,001,003,066,062,076,064,094,044,000,001,018,018,447
2024,Union County Schools,049,045,1772,1721,4451,4311,2614,2406,11473,10569,010,016,974,975,41386
2024,Vance County Schools,003,002,022,031,521,469,1676,1626,276,241,003,000,120,107,5097
2024,Wake County Schools,200,164,10046,9827,16094,15439,17395,16773,34753,32385,094,079,3277,3301,159827
2024,Warren County Schools,041,048,004,009,075,079,531,557,097,083,001,001,042,041,1609
2024,Washington County Schools,001,000,004,005,034,040,388,399,033,043,000,000,030,018,995
2024,Watauga County Schools,008,006,042,046,262,222,033,020,1954,1900,001,001,062,075,4632
2024,Wayne County Schools,010,010,108,094,2575,2403,3019,2822,2750,2519,018,012,403,426,17169
2024,Weldon City Schools,000,001,000,000,006,005,325,309,003,007,000,000,007,009,672
2024,Whiteville City Schools,010,010,004,006,123,125,392,400,425,356,000,000,073,074,1998
2024,Wilkes County Schools,004,006,022,021,742,688,133,127,3003,2981,000,000,265,278,8270
2024,Wilson County Schools,013,009,087,062,1230,1198,2167,2070,1446,1362,008,004,236,231,10123
2024,Yadkin County Schools,004,003,007,009,710,652,067,059,1712,1591,002,001,095,089,5001
2024,Yancey County Schools,003,003,001,000,168,158,004,004,864,781,000,000,023,013,2022
Total,,10129,9919,20071,19816,109587,104831,191611,184061,380704,355416,821,872,27619,27285,1442742
,,,,,,,,,,,,,,,,
